ANO,TRIMESTRE,PROVEEDOR,COD_DEPARTAMENTO,DEPARTAMENTO,MUNICIPIO,CAB_MUNICIPAL,COBERT_2G,COBERT_3G,COBERT_4G,COBERT_LTE
2018,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,MOMIL,S,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,CANDELARIA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,PENSILVANIA,N,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,ALGARROBO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,GUACHENÉ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,PALERMO,S,S,S,N,S
2018,4,COLOMBIA MOVIL  S.A ESP,23,CÓRDOBA,AYAPEL,S,S,S,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,CAIMITO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,18,CAQUETA,MILÁN,N,S,N,N,N
2018,3,AVANTEL S.A.S,05,ANTIOQUIA,URRAO,S,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAHAGÚN,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,SAN MARCOS,N,N,N,N,N
2018,3,AVANTEL S.A.S,20,CESAR,PELAYA,S,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,ARBOLETES,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,CHINÚ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,DIBULLA,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,RÍO IRÓ,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,EL CARMEN DE BOLÍVAR,S,S,S,N,N
2018,2,COLOMBIA MOVIL  S.A ESP,13,BOLÍVAR,EL CARMEN DE BOLÍVAR,S,S,S,N,N
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,BRICEÑO,S,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,BUENAVENTURA,N,N,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,17,CALDAS,FILADELFIA,S,S,S,N,N
2018,2,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,LENGUAZAQUE,S,S,S,N,N
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,TULUÁ,N,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,ALTO BAUDÓ,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,SAMANIEGO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,ACHÍ,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,MANÍ,N,N,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,S,S,S,N,S
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,SANTA CATALINA,N,S,S,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,25,CUNDINAMARCA,SAN BERNARDO,S,N,N,N,S
2018,3,AVANTEL S.A.S,19,CAUCA,SANTANDER DE QUILICHAO,S,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,BOSCONIA,N,N,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,13,BOLÍVAR,MAHATES,N,N,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,50,META,VISTAHERMOSA,N,S,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,ANDALUCÍA,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,MAICAO,N,N,N,N,N
2018,1,AVANTEL S.A.S,76,VALLE DEL CAUCA,EL CERRITO,S,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,76,VALLE DEL CAUCA,PALMIRA,N,N,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,73,TOLIMA,FRESNO,S,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,LA GLORIA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,RÍO IRÓ,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,ZONA BANANERA,N,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,TALAIGUA NUEVO,N,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,EL TAMBO,N,N,N,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,ANDES,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,99,VICHADA,CUMARIBO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,MANATÍ,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,ANDES,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,ROSAS,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,EL TAMBO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,VALDIVIA,S,S,S,N,S
2018,2,AVANTEL S.A.S,70,SUCRE,MORROA,S,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,TURBANÁ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,PLANETA RICA,N,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,GIRARDOT,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,SARDINATA,N,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,05,ANTIOQUIA,TÁMESIS,S,N,N,N,N
2018,4,AVANTEL S.A.S,73,TOLIMA,PRADO,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,ARACATACA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,PEDRAZA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",PROVIDENCIA,N,N,N,N,N
2018,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,85,CASANARE,AGUAZUL,S,N,N,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,50,META,PUERTO LLERAS,N,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,CHIMÁ,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,SAN ALBERTO,N,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,NILO,N,S,S,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,70,SUCRE,SINCELEJO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,RIOFRÍO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,LANDÁZURI,N,S,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,44,LA GUAJIRA,MANAURE,S,S,S,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,20,CESAR,VALLEDUPAR,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,OIBA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,COGUA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,YOTOCO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,EL TAMBO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,VALLEDUPAR,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,CHINAVITA,S,S,S,N,S
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,FUNDACIÓN,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,CONCORDIA,N,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,47,MAGDALENA,PLATO,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,27,CHOCÓ,NUQUÍ,N,N,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,ZIPACÓN,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,CHIVATÁ,S,S,S,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,ORTEGA,N,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,FLORIDA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,PRADO,N,N,N,N,N
2018,3,AVANTEL S.A.S,52,NARIÑO,LOS ANDES,S,N,N,N,N
2018,4,AVANTEL S.A.S,73,TOLIMA,ALVARADO,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,ALGECIRAS,N,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,63,QUINDÍO,ARMENIA,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TÚQUERRES,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,TOTA,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,FRONTINO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,SABANA DE TORRES,N,N,N,N,N
2018,1,COLOMBIA MOVIL  S.A ESP,47,MAGDALENA,CIÉNAGA,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,ALBANIA,N,N,N,N,N
2018,4,AVANTEL S.A.S,05,ANTIOQUIA,PUEBLORRICO,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,CUMBITARA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,FACATATIVÁ,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,COTORRA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,BARBACOAS,N,N,N,N,N
2018,1,COLOMBIA MOVIL  S.A ESP,15,BOYACÁ,RAMIRIQUÍ,S,S,S,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,VÉLEZ,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,SAPUYES,N,N,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,LA VEGA,S,S,S,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,ACHÍ,N,N,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,54,NORTE DE SANTANDER,VILLA DEL ROSARIO,S,S,S,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,PRADO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,PRADO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,VALLE DE SAN JUAN,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,PUERTO SALGAR,N,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,SAN JUAN NEPOMUCENO,N,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,VALLE DEL GUAMUEZ,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,PÁCORA,N,S,S,N,N
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,SUAITA,N,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,BAJO BAUDÓ,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,ARAUQUITA,N,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,POPAYÁN,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,PALMIRA,N,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,SUAZA,N,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,TIMBIQUÍ,S,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,18,CAQUETA,SAN VICENTE DEL CAGUÁN,N,S,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,17,CALDAS,ARANZAZU,S,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,LA UNIÓN,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,MARÍA LA BAJA,N,S,S,N,N
2018,1,AVANTEL S.A.S,52,NARIÑO,MALLAMA,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,MEDINA,N,N,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,SAN MATEO,S,S,S,N,N
2018,2,AVANTEL S.A.S,15,BOYACÁ,CHISCAS,S,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,CALI,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,GUAPI,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,ACHÍ,N,N,N,N,N
2018,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,05,ANTIOQUIA,PEÑOL,S,N,N,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,ALTO BAUDÓ,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,BAHÍA SOLANO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,NUEVA GRANADA,N,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,97,VAUPÉS,PAPUNAHUA,N,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,41,HUILA,HOBO,S,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,RIOHACHA,N,N,N,N,N
2018,2,AVANTEL S.A.S,05,ANTIOQUIA,MURINDÓ,S,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,CIMITARRA,N,N,N,N,N
2018,1,COLOMBIA MOVIL  S.A ESP,52,NARIÑO,SAMANIEGO,S,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,SABANALARGA,N,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,TASCO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,JURADÓ,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,SALDAÑA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,CURUMANÍ,N,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,VETAS,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,MIRANDA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,CARMEN DEL DARIÉN,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAHAGÚN,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,AGUACHICA,N,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TÚQUERRES,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,BARBACOAS,N,N,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,SAN BERNARDO,S,N,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,COGUA,N,N,N,N,N
2018,1,AVANTEL S.A.S,17,CALDAS,MARMATO,S,N,N,N,N
2018,2,COLOMBIA MOVIL  S.A ESP,70,SUCRE,SUCRE,S,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,NATAGAIMA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,EL CERRITO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,FLANDES,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,95,GUAVIARE,SAN JOSÉ DEL GUAVIARE,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,JERICÓ,S,S,S,N,S
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,73,TOLIMA,IBAGUÉ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,SILOS,S,S,S,N,S
2018,4,AVANTEL S.A.S,68,SANTANDER,SAN MIGUEL,S,N,N,N,N
2018,2,AVANTEL S.A.S,08,ATLÁNTICO,PALMAR DE VARELA,S,S,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,25,CUNDINAMARCA,APULO,S,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,YOTOCO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,LOS PALMITOS,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TANGUA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,SANTO DOMINGO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,ALBÁN,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,GUADALUPE,S,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,VERSALLES,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,50,META,BARRANCA DE UPÍA,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,ARAUCA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,TADÓ,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,TONA,N,S,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,11,BOGOTÁ D.C.,"BOGOTÁ, D.C.",S,S,S,N,S
2018,3,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,RICAURTE,S,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,SAN JACINTO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,SABANETA,S,S,S,N,S
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,19,CAUCA,CALOTO,N,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,SANTANDER DE QUILICHAO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,BUENAVENTURA,N,N,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,19,CAUCA,PIENDAMÓ - TUNÍA,N,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,LA CELIA,S,S,S,N,S
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,PUERTO BOYACÁ,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,BUENAVENTURA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAN BERNARDO DEL VIENTO,N,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,TARQUI,N,N,N,N,N
2018,1,AVANTEL S.A.S,05,ANTIOQUIA,TURBO,S,N,N,N,N
2018,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,25,CUNDINAMARCA,LA CALERA,N,N,N,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,EL CHARCO,N,N,N,N,N
2018,1,COLOMBIA MOVIL  S.A ESP,50,META,CASTILLA LA NUEVA,S,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,N,N,N,N,N
2018,2,UNE EPM TELECOMUNICACIONES S.A.,19,CAUCA,POPAYÁN,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,PRADERA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,SANTANDER DE QUILICHAO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,BRICEÑO,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,EL ROBLE,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,MAJAGUAL,N,N,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,70,SUCRE,SANTIAGO DE TOLÚ,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TAMINANGO,N,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,PUERTO BOYACÁ,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,EL PIÑON,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,CERETÉ,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,COROZAL,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,VIRACACHÁ,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,YOTOCO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,ALGARROBO,N,S,S,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,23,CÓRDOBA,SAN ANDRÉS DE SOTAVENTO,S,N,N,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,MAJAGUAL,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,DAGUA,N,S,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,19,CAUCA,SUÁREZ,S,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAN JOSÉ DE URÉ,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,SAN JERÓNIMO,S,S,S,N,S
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,LÍBANO,S,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,N,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,52,NARIÑO,SAPUYES,S,S,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,47,MAGDALENA,PEDRAZA,S,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,LA GLORIA,N,N,N,N,N
2018,1,AVANTEL S.A.S,15,BOYACÁ,CHITARAQUE,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAN BERNARDO DEL VIENTO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,PLATO,N,N,N,N,N
2018,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,05,ANTIOQUIA,SANTA ROSA DE OSOS,S,N,N,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,BARBOSA,S,S,S,N,S
2018,3,AVANTEL S.A.S,76,VALLE DEL CAUCA,PALMIRA,S,S,N,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,ILES,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TUMACO - SAN ANDRES DE TUMACO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,SANDONÁ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,EL RETÉN,N,S,S,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,MEDINA,S,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TÚQUERRES,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,TIQUISIO,N,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,54,NORTE DE SANTANDER,BOCHALEMA,N,N,N,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,SAN CARLOS,N,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,CANDELARIA,N,S,N,N,N
2018,3,AVANTEL S.A.S,73,TOLIMA,ARMERO,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,NATAGAIMA,N,N,N,N,N
2018,4,AVANTEL S.A.S,50,META,SAN JUAN DE ARAMA,S,N,N,N,N
